teamid,uploads_last_7_days,uploads_last_14_days,uploads_last_30_days,uploads_last_60_days,uploads_last_90_days,uploads_last_365_days,users_watching_video_last_7_days,users_watching_video_last_14_days,users_watching_video_last_30_days,users_watching_video_last_60_days,users_watching_video_last_90_days,users_watching_video_last_365_days
44063b1185ab50ed16eb2a14f09f2361,4,8,24,45,59,107,4,6,9,13,14,19
4409f852481f0ab10cc31461957eb02f,0,0,0,0,0,0,0,0,0,0,0,1
440b2eba78853128caf50e3ef1d4cbbb,4,9,16,30,33,38,9,9,9,15,15,22
44120363685d4e088f879d0dcd8fa866,8,13,31,78,79,86,6,7,12,16,17,23
44151de6be734db545ec958e77b0f9df,3,9,15,34,34,71,4,6,7,17,17,28
44163818405eb97518cc0525e454b57d,3,6,18,28,36,48,10,11,11,13,14,16
441ccba19848c85fe871bf2fc3ba5020,1,3,4,10,10,12,1,6,7,12,13,18
443ea7ba64079b12dd15529e8314944a,0,0,0,0,1,1,0,0,0,0,1,1
443f8d452a3e14452bb0117cafbc0b5f,0,1,1,2,2,2,0,1,2,2,2,2
444a25f2f965ab9147f8af00cca6242c,3,4,8,15,21,22,1,1,2,4,4,5
44555ea5dc77fe269f51f4d733746f1a,5,10,17,34,35,53,3,3,3,7,7,15
445ba34e92bd5ca4952236c49610dadc,6,15,36,64,65,109,10,14,15,17,18,21
446528e4a8070d60c9a44d8d675325fe,0,2,5,12,12,12,2,2,7,11,11,11
4465fa919be02d2047abe6989526bbb3,4,5,7,13,13,18,3,3,4,8,8,9
4467465d96ce3ef592d53888b9f29970,2,4,5,5,5,5,1,1,3,3,4,8
446b212a5bc1fc404998e5341f809238,4,6,14,24,25,49,6,7,13,14,16,20
4478d2e7d7b2b515ec09128264c1aa8b,6,13,28,51,56,82,4,10,14,19,19,31
448be4b0bf5d84262a328af381ef9251,1,1,1,5,5,5,0,0,0,12,12,19
4493efe93bb4ea6cadbbb8f2724c099b,1,1,1,1,1,1,2,2,2,2,2,2
4493f1dff018b99d84cdfbe18624dc4f,12,27,65,101,104,130,3,4,8,16,17,23
4496cfe7cd1b23ff04178d5955ed45b6,1,4,7,11,11,15,3,4,7,11,11,14
44a039f28300b9079ed957ba0343e67e,4,7,11,16,16,16,8,8,12,15,15,15
44a4781a073cabc7cf9edc02f7c6408e,5,11,27,40,40,59,9,10,15,16,17,19
44af2ba29582e02affb23e4742149cba,2,4,11,17,18,20,4,5,7,16,16,18
44b4596c7a979aa7e4fc820c07fd78fe,1,4,16,71,77,84,5,7,9,14,28,35
44b6457a0f73e8e18313696823a160f1,3,5,20,34,34,34,0,0,0,3,3,3
44b7ee50507287eedd768a4af6b5dde5,2,8,19,24,24,50,6,9,13,13,14,17
44bc6e03fe8c7db9ba84723e56315558,6,9,22,44,45,59,14,21,24,33,35,44
44c4c17332cace2124a1a836d9fc4b6f,8,13,26,44,44,80,8,11,12,17,17,26
44ca89856009f6417c6cb01d81746535,0,0,0,0,1,1,0,0,0,6,22,30
44cd8f14e89c775c390d2d282735057a,2,3,4,8,8,8,6,8,10,14,14,14
44ce75c9479fd74bf896d80e69c29dd5,5,12,26,38,46,52,5,6,8,10,10,14
44d0ec38e6c6b6f1587ec29372ae6aa1,6,15,27,59,59,78,9,10,12,27,28,34
44d992acbf61e5266e908dc0a300fe15,3,11,16,28,28,34,5,8,8,17,17,18
44de211b58b28707dd87d9ccb951cfeb,3,7,26,56,68,68,7,11,12,16,16,16
44e487fa02b4f9d57e3c6162b6b92c06,2,6,6,8,13,17,2,3,3,3,3,4
44ebd6cc3f1c1732fe6babb0c15228df,3,5,9,16,19,25,1,2,2,12,15,22
44ee076576d1ccc21c50de98df2cba7c,5,6,15,31,33,40,2,3,3,5,5,9
44eebd3f20deeb848de4cc58f2dbf959,6,9,16,33,34,34,4,4,4,7,9,9
44fc6d5e083e8cb55eba5030b00a4c2c,0,3,5,8,10,11,0,1,2,3,4,4
44ff173a2bdcc6281751f8ca067c28fe,0,0,0,0,0,2,0,0,0,0,0,2
4512381fff7667c2c28d35dc4087ce6c,3,7,11,27,28,42,8,9,11,21,21,25
4517efac5c9b61ce079591dfe4cffc7c,0,0,0,0,0,0,0,0,0,0,1,1
451c4d4215fc85f86f91bddd5698f91f,7,11,22,50,53,67,5,9,14,20,23,25
4533f30499806f01a2c37ce8d54aa3f1,3,6,12,31,31,38,1,7,13,25,25,29
453dcb80cc81ae36e3e26d20587bd308,0,0,0,10,10,10,0,0,0,1,1,1
455d0601b1ca04caaf3dd066e8f6fe6e,4,7,10,16,29,47,5,7,9,15,16,26
455d2494cf3dfebd4e54cd4b21bb2fa0,9,15,32,38,38,81,6,8,10,13,13,28
455fda51834b202f429aab0e5e92c335,0,3,12,47,50,54,0,2,2,4,4,12
45647dba01da95502fd64496e513202c,7,11,17,27,31,52,9,11,15,22,23,31
4564fdd57f5486b8207d166d33bb937a,2,3,3,9,11,12,1,1,2,4,4,4
4565fcb1bba5e7db6e58360ea436fca6,3,4,13,20,20,25,1,2,6,8,10,22
456729d64b3afbfe8627a928be3d0808,4,6,10,26,31,39,9,9,10,13,19,23
4569304add90e16fc6b3ca3b58373bf4,0,0,0,0,1,26,0,0,0,1,3,13
45713f6ff2041d3fdfae927b82488db8,11,11,27,45,49,90,5,5,8,17,19,23
4572cb32967581e9950d762c57bcbbb9,0,0,0,6,6,6,0,0,0,6,6,7
457dc3edb302a523b2b167d7e12d26fa,5,8,22,28,29,53,3,4,6,8,8,9
45883c05f76a8dd9aacb26571ad6ef2e,0,0,0,0,0,0,0,0,0,0,1,1
4595155214ad563c28e284e0a84eb8a0,4,6,17,54,70,79,5,6,13,15,16,23
45994d410b4b9cfca78779ae13d6976c,1,3,13,24,25,39,1,7,9,10,10,14
459be61c2123fe86071a8b1c93d4f8fe,0,0,2,8,10,11,0,2,4,9,10,16
45ab421309e55058ddedb2987110867a,2,4,7,12,12,14,1,2,3,10,13,16
45d1691bccbb56a9a393bab9e863d3d5,2,4,6,11,11,21,1,4,8,12,12,20
45d489ac8f1c82051c7e88ae8e5f6fa0,5,8,20,42,53,67,8,10,10,12,12,19
45df89bdbb1e3414d8e8718821420461,4,5,10,26,26,26,12,13,15,18,18,18
45e6478f545b96b2312a78748730ca8c,1,1,4,4,4,4,1,2,4,4,4,4
45ec40b01a59e8f10dd49b290314c22e,7,15,34,53,68,142,8,12,15,18,20,27
45ec97c85235010cf9280c648f04610e,0,1,3,11,11,15,0,2,3,4,4,4
45f7002ab9870ec860e8812b4dfe4c6c,39,39,39,55,60,60,9,9,9,14,14,14
45fe7c4d0a9c4104b3157fea2f233ad5,8,15,24,44,49,53,12,14,14,22,26,41
45fe9ba3f457f403adefd09d7c40c116,0,0,0,0,0,0,0,0,0,1,1,1
460066ec29274e9c86d952a27dc83f5f,2,5,14,34,37,57,10,13,15,17,18,22
4608cc95c91a636d1ad8eff5b0f93666,4,6,12,25,25,30,3,3,4,11,11,15
4613cb39d8f661740d22539accecef4f,4,9,14,32,43,50,1,5,9,13,13,21
461aba8e0822fef32a9da07a55211e8c,0,0,0,0,0,0,0,0,0,0,0,1
462467e7c37bb200299027b70992240f,6,9,13,24,31,31,5,7,9,10,11,11
4631306eabebbfbd84d6ed07a15780f6,0,1,1,2,4,4,1,2,3,6,11,12
46325a2d0fdb90b0a7a34b289ed9e4fb,5,5,17,42,53,53,3,5,11,15,19,19
463b9e4b2d69f6da24ec3b37a9c742ae,1,3,5,22,29,49,6,9,10,13,16,20
463c96b467f1900ecefea53765c677c1,0,0,0,0,0,0,0,0,0,1,1,1
4651c1abaa619828e0f9465c55605a28,0,4,5,9,13,14,0,5,5,10,10,11
465833f860d1f381fd2c7e01a8c80b2e,1,4,5,11,11,16,4,5,5,13,13,19
4660ba8339ddc6323bf611ea4c3b5750,3,10,25,45,46,116,6,10,10,12,12,19
4660bb3fb5a6609b1015f38512a34404,0,0,0,36,71,112,0,0,1,16,23,31
4666b51e9edd0802c01380f8303a9f5e,2,2,9,12,12,12,4,7,9,10,10,10
4677ec6e1540ff2a36592da8c28f9928,0,0,0,0,0,0,0,0,0,0,1,3
46986e59ea24144d84a3427eef75f254,1,2,2,6,8,11,1,4,7,12,18,20
46a55d17532abaee43536b3eda35b1e9,1,2,11,18,20,29,2,2,3,5,5,10
46b13de831ca2b4c41bb14857b8e64c4,1,3,5,13,15,15,6,9,11,16,16,16
46b541ace741b6688088b44f8a011141,2,6,13,25,29,29,1,1,1,1,1,1
46b9c5a66c9e660ebc210ea70b894658,1,3,7,11,11,11,3,4,6,12,12,12
46c605569e3305230b958c19a24cdefa,2,2,7,11,11,14,10,11,13,16,16,18
46d0671dd4117ea366031f87f3aa0093,5,7,8,13,13,25,2,2,2,9,9,14
46dd80e8ba8f4ec5caa956e468a8c384,2,4,8,21,25,31,5,6,8,19,20,28
470aca6acd869e1ded34eaaca3334ca5,2,3,3,8,8,21,2,4,5,15,15,21
4718b14ac92d1b7ff1ee6fa13da3f36c,1,4,10,31,33,33,3,8,14,17,17,17
471dea47f8987d734da5b6d4fb6e6b6d,2,6,7,21,24,32,3,3,3,6,7,7
47284acea5aad31b1636ebebe56ed7b2,11,16,41,72,82,99,8,11,17,24,25,29
473124ef2cbaeb977812ab232622603c,0,0,0,0,0,7,1,1,1,3,5,17
47317e1d1813ffa6e7046356137787b2,3,8,17,34,37,54,5,8,10,14,15,18
47322f57260cfdde80291be2e0eb886e,2,5,8,15,15,22,6,7,8,17,19,25
47364f1656759b480d825dac62cbdf66,10,15,19,30,30,58,11,13,13,17,17,25
47369717b3e38b6cad958f339cb1b749,5,13,27,41,41,41,3,9,16,19,19,19
473a15c285a37c7231804a8b5922af4a,2,5,8,14,17,26,8,12,14,17,19,27
473b6d28cf372a5b0e0d5c7a86364f13,4,7,22,33,40,62,9,9,10,16,16,24
473e81efa738753abf5b7acdb618877a,1,1,1,1,5,10,0,0,0,2,6,8
4740a046594f2e6e30b9885aed2eda86,5,16,35,59,77,81,3,4,7,11,13,16
4744cb82bfdba1fc70703ccdcbcbd03d,0,0,0,1,1,1,0,0,0,1,1,1
47452281c1ebbb2d13b75799e814029b,7,14,25,46,58,75,10,13,14,20,23,28
4746e3f31c1d4bab6773761f94b8b7a6,3,4,11,20,20,40,7,8,10,16,18,20
474d717b27450ed81228b55b3b1fbe0e,4,9,17,20,20,43,6,8,9,9,10,16
4750be18dd05604f28b64a3fc8ae3489,0,0,0,0,0,6,0,0,0,2,2,9
4757ac328a5363597712ecb460569717,1,4,4,4,4,4,0,0,0,0,0,0
4757e60c00cb320a6223c579f1e3079a,3,9,17,48,64,71,9,12,13,15,15,23
47590b537bee35884709b9886526302a,4,9,9,9,9,9,5,5,5,5,5,5
475a2b9d561be4f49c438e7a619867c4,11,14,31,58,58,75,10,14,14,15,15,18
476d9ee280c59ed43b3f813c6d3a44c6,3,5,9,21,24,30,6,7,8,10,11,14
476f2f37e86eb14e64744ef8716b880f,2,4,5,9,9,9,1,3,3,7,8,8
4779989ab8f89a2c79f06830784d3247,2,4,13,23,27,32,3,5,6,12,12,16
477ea033804dd16aec35cc49c08598d7,1,2,3,7,7,7,6,9,9,10,10,12
478bdeb21816daf00040f1fc97ca5faf,13,18,40,61,64,96,9,11,16,30,32,40
478d83cd5d9e35df391a933e5eff93dd,3,8,18,47,60,87,6,11,12,19,20,31
4790ff37578992b516bc0de8c5b65187,7,10,34,89,89,93,5,5,6,16,16,19
47924a09a7553fd7d49b0129ba13861d,2,7,11,16,16,16,0,3,3,6,6,6
479c4124632d01806362327f1168dcad,1,3,7,12,12,21,5,11,14,20,23,36
479eaa8e93a42b42d12992f086cfa14f,4,10,22,39,48,77,11,15,17,18,18,24
479fe4f0f43b2adfb106cea092183096,4,6,6,10,11,13,1,2,2,6,11,18
47a3893cc405396a5c30d91320572d6d,7,17,36,70,72,118,24,25,27,29,29,38
47a4b50de550681bbec60adfb8ed6d65,0,0,0,1,1,1,0,0,0,1,1,1
47a99f7c0f41012d25bc2e633cc0b816,1,3,5,9,9,9,4,9,12,13,13,13
47aef32dcfe3a051bf29279e6dfd2a15,1,5,12,21,21,21,2,9,10,13,13,13
47b039f251990bd8271bbb18a2c02491,4,10,31,46,46,69,4,8,12,16,16,25
47b1d7b5e5b4a00d7146ba165bfb43c8,1,3,5,12,13,18,8,10,11,16,18,24
47cb9c8113bb60222ab98228258993e6,0,0,1,1,1,1,0,0,0,0,0,0
47ce171bd402ba62107de9e9007b193d,2,7,13,23,29,38,6,6,6,9,11,11
47d078f66d906ddc0b65389d873374d9,0,0,0,1,1,2,0,0,0,0,1,1
47e57c4836ae0c44f774f9d8497e0b4f,0,3,5,9,9,20,1,2,2,10,10,19
47e6fd9e600778e368177b1edd70b025,2,3,7,22,31,32,3,11,13,21,21,23
47eaaec8e1fc41136698efbf7d065d69,0,0,0,1,1,7,0,0,0,2,5,10
47f3cb8284dafe03140804ca61bf2aa8,5,25,48,89,98,150,3,3,5,11,11,17
47f44f7441a82e67ba9700615366cda4,2,5,7,9,9,9,6,7,7,8,8,8
47fa1ae0d533f622bea06b2054c55dd5,2,5,9,17,28,37,7,10,13,15,16,18
47fa56f726a10a6135e6326a67e0d26a,2,4,5,11,11,11,1,3,4,13,13,13
47fc5477d5497647cdbe5776d609911d,3,9,15,20,20,20,6,7,8,12,12,12
4801441f041958afaca324c43c40787b,0,2,3,6,6,9,1,5,7,10,10,14
4806af9cdffd79205bd3671b39ae4300,7,9,16,34,41,60,5,7,11,14,16,21
48106e38e5607ee441890b481fecdc2a,2,6,12,26,29,37,3,4,4,6,6,11
4812f392d0532b7fdde57cd06b8c61cb,0,0,0,0,0,0,0,0,0,0,0,1
4813b64b24b579d0aa17736e5023ea7e,0,0,4,4,4,4,0,0,0,0,0,0
4813ed8cb6e2a5356e8cd8189684282a,0,0,0,4,7,7,0,1,1,3,3,3
4818aa4f492207f5e434cc6c5c4161bb,5,11,24,40,41,68,9,11,12,14,15,25
4823ee4ad0f2396d14e12fc9271ae402,0,0,0,0,0,4,0,0,0,3,4,11
4825f2b20fb569c346c060a2f8c31c18,3,6,17,32,34,36,12,14,15,17,17,22
482644a36c43e375a079b85e1fb79107,5,13,27,40,51,60,8,11,13,18,23,26
482e1b522a4cffcac16b67510ee64a2f,5,13,19,33,34,36,9,13,21,26,26,27
483537f6c1a5b21d329139ccb066dd54,0,0,0,0,0,0,0,0,0,0,0,1
483ac2001198b9e6d765549fb4a7510a,0,0,0,0,0,0,0,0,0,0,1,1
483c31c71d9a531f044a4c36dfd1664a,0,0,9,17,17,19,0,1,4,5,5,8
4844bffe02e79c034d922952f9b2857b,0,0,0,0,0,1,0,0,0,0,0,1
485095ca4d0494dc265ad8de07ec107b,7,13,26,49,52,69,3,6,9,11,12,18
486df6ab47e9c7d777cfb19e1b22318a,3,5,11,30,41,50,5,8,11,15,19,25
486e0f105ac00e240c4fadf35089dc48,3,8,13,22,26,33,4,5,6,13,14,17
486f13de9b58d7211207417391ad7cd4,0,0,0,0,0,1,1,1,1,1,2,3
487f2b2ff26e391210f9c4c1997b7c82,5,13,19,29,29,38,3,5,5,7,7,13
48800247249d3f46f15d882d847f07ed,0,0,0,0,0,0,0,0,0,1,1,1
489b0853dca0e1de83ff0b390124fc9c,0,0,0,0,0,4,0,0,0,1,3,6
489d1cce41cf1b051dfe7a04672ec139,4,9,19,35,38,52,5,6,8,8,8,8
48a33ccfb5a851d5982dcdda0776f7ac,4,12,22,38,40,45,7,7,8,12,12,13
48a59771f70a878e1b8195a436d11810,3,3,3,10,10,10,2,2,2,3,3,3
48a9430b737ae3a62c1acedcec01f5ee,0,0,0,0,0,2,0,0,0,0,1,6
48ba3bd327f3841e23de1364923cc18e,0,0,0,0,0,5,1,1,1,1,1,1
48bbfd2497b88edea00746d7c8cb96bf,4,12,26,52,57,87,5,6,7,14,14,17
48d24bf96981979b6868240c64a7ab2b,2,3,7,21,21,31,1,1,1,1,2,5
48dac2be2e0a23c6ca04e22896f24b13,1,3,6,20,26,31,12,15,16,22,26,31
48dc2557c0ff14a8c4ac5d1241fa7a9e,0,0,0,0,0,0,0,0,0,0,1,4
48dd7a9b94e2cc2a51ff6c1d939cec43,2,3,3,12,12,15,3,4,5,13,14,20
48dfe0942d47570c89ba7c27c4f8cef5,4,4,11,20,20,24,5,7,12,16,17,28
48e73c4cff542e0717c517daf5a35a20,5,11,26,36,36,45,6,7,11,16,16,27
48f0a337e6e6a2e1d761918c50c69cdd,0,0,0,0,0,0,0,0,2,2,2,3
490c348329a61872baf3a92c47a37f23,4,8,10,13,22,40,4,4,6,14,17,29
490d57347b765a6f1c29cbea43144f0f,2,2,5,11,11,14,1,1,3,7,8,13
4916e5a6c54ff59fdc11ff7dc64095a7,4,8,22,46,51,74,6,7,10,15,16,18
491723c615d42eb8b44650bcbe384561,1,2,4,7,7,11,2,2,6,10,13,18
4919b0833ba145b85ca5b342c0c39d91,8,21,46,79,82,123,7,9,10,26,27,33
492234f1b8ec65248629a61f1b469703,0,0,0,0,0,0,0,0,0,0,1,1
4922dbf710cca1202c83b7c9bd812197,0,0,0,0,0,5,0,0,0,3,5,8
4926b735eb624e5de200880635cc272a,3,7,11,17,18,31,3,3,4,14,15,24
4929178f8ac2031c9cc7b37a79bd65c6,7,14,30,55,67,97,14,16,20,29,30,38
4944afb29423e87ffc4e8ef45f3b15e4,2,4,15,32,32,46,8,11,12,12,13,17
4949b6c75e737aadd49aeb7872d41be7,1,1,1,1,1,1,5,5,5,5,5,5
494d5a6f7c8485b9ec051154f6732a79,4,5,9,16,16,32,2,2,3,12,12,16
494dd6a5a5cbae03607435ddd8e2b514,2,8,13,22,27,35,1,3,5,10,10,14
494f060ed9e312648734dda9f6da018e,0,0,0,1,1,1,0,0,0,1,1,1
49542e19848a99b43a81376b929e6c72,2,5,6,17,19,27,7,7,8,11,11,15
4967f2faa888a2e52742bebe7fcb5f7d,0,2,3,6,8,8,2,7,9,12,18,18
496c38accb423e2342e281ee36251c63,5,5,11,22,24,43,3,4,5,7,8,11
49785818e1d2c7bc3c4558c39123443b,4,12,19,35,51,88,11,13,15,17,18,25
4982eba152be049a6ebf2f3d868e271f,6,25,47,71,71,134,4,5,7,15,19,25
4987ae7ce6166477c03cac804358ea67,0,0,0,0,0,0,0,0,0,1,1,1
4990974d150d0de5e6e15a1454fe6b0f,5,13,23,48,54,81,1,2,2,9,12,19
499354e55fcd968ce2fb26a711323db8,1,3,5,12,15,18,6,9,10,13,14,20
49966480032b45ab22ff53f59fb81f32,0,0,0,0,0,0,0,0,0,0,1,1
49b4f846adda3c5b2a85d6f79deaba1f,8,14,38,70,73,111,5,10,16,26,28,37
49c96b6819a8b21c143a94cc980147e9,0,0,0,10,20,21,0,0,0,1,3,9
49cb2e37f2cac55e24d4201f47ceada1,0,1,1,2,6,13,1,2,3,4,6,8
49ce42a1f5b80373c721bb6d963544e8,5,10,24,42,70,77,3,5,6,12,14,21
49d60a4da62c949867c7f44e0ef67645,3,6,7,9,9,9,5,9,9,11,11,11
49d65025009bda143a374f6dee145539,6,10,18,40,40,46,9,11,12,17,18,24
49dfd699b2bb05ae7754b2c37db96af9,4,7,14,30,31,43,4,5,8,20,20,25
49efa4a1752df440cb7d48a74b0ad317,2,5,10,36,39,39,6,9,15,18,20,20
49f6efe0c1028c7cc3a9bee6736d40c1,7,11,15,29,38,48,2,2,2,3,4,4
49fb6703ad243e023cb53c34bfba26a3,2,8,15,28,28,28,5,7,8,11,11,11
4a11f1ecfe29fc51b4a72c25a499e6c0,3,7,13,21,22,51,8,8,11,18,18,21
4a1e0dc7ac13af19341e92042ebd6f4f,6,9,21,38,42,63,6,6,9,22,23,31
4a1edbb2de4d267696c9758732e7cbab,1,4,5,11,15,15,0,1,1,7,10,10
4a21185e875237d35b1f9f9b9086271f,1,3,9,20,23,29,4,7,9,15,15,18
4a29485a4065ab32cf9853811b951c6c,5,9,23,39,39,68,9,10,15,24,25,38
4a2a0e91490091a6b26a7272ab74ffae,0,0,0,0,0,0,1,1,1,1,1,2
4a2cc1de66c5bfcf73788004431936d2,1,1,4,11,11,12,5,5,8,12,12,14
4a3f8e93a3de2a2650a129d7fa060bb4,3,6,15,25,25,30,6,10,10,13,13,16
4a4904655410f50a87f72219b3907fd9,5,9,19,36,40,58,7,8,11,18,18,25
4a513c70675e41ff78f271ea9efc482b,6,13,25,38,38,64,13,14,14,20,21,28
4a633aef4e34e76d6bd61d7c75c30b3f,1,5,6,14,14,23,1,2,3,8,8,13
4a6b0ee16b68e42a80b1f53329f3920f,1,4,9,13,15,20,4,5,8,10,12,17
4a6d0b5bc39ed0a26b04afec1026b984,9,11,19,28,28,55,4,4,11,14,14,17
4a78dceeec83b0fee18731fb6b0437f0,0,12,20,29,29,36,2,4,8,11,11,13
4a863a0715345be0df52860268ec3eac,7,10,26,43,52,93,9,14,16,19,19,28
4a8cb416658c98b8389591f27435ea17,6,6,6,10,10,17,5,5,6,6,9,16
4aa2bbac27f1625907a53d2933a16e04,10,12,25,53,56,71,7,8,15,19,21,27
4aaaf6f29fe96098740aa5f98b6c8b12,0,2,3,9,11,15,0,1,1,1,1,4
4aabf493401ea283fddeef8304ea32a3,1,3,8,11,11,14,0,0,0,3,3,8
4aae9cc8c07e8f89406fcd8ab361774d,0,0,1,2,2,2,0,0,0,0,0,0
4aaf958684327e6687135d41687a6581,5,9,27,55,57,76,9,10,12,15,15,22
4aaffc4af14d83cf3f0bb14d0b5dac81,2,6,21,36,42,52,7,11,12,15,20,27
4ab8a62af5fbe1501d60cff01ac2c20e,1,1,1,1,1,19,0,0,0,0,0,2
4abc6b45881c2f831235373f74af7e66,1,5,8,18,19,25,4,12,14,15,15,23
4abf342801b3ce1e3324e20d6f21380b,9,12,24,37,37,62,10,12,13,15,16,22
4aca7a97672cdbcec3d83f82b743eda8,2,7,15,36,46,50,8,10,13,21,22,25
4ad046c08823cb1f44567bcfb3e2a684,6,10,20,33,35,58,2,2,3,4,4,6
4ad46e8176da58af20cf6db9e0d3673d,1,10,12,14,14,17,3,5,6,8,8,16
4ad5a8caf95092ebba1b4550e0966bad,4,5,8,22,23,23,3,5,5,6,6,6
4add57eb9689f6c5e49169650d708187,5,11,29,45,51,81,3,3,6,9,11,23
4ade5eea82e4fac62a098d1be367a9ee,4,8,8,10,18,21,1,3,3,15,20,29
4aea337fc5de32d37e1b2cd907e01a4b,3,6,22,49,68,102,9,11,13,22,23,29
4af42f2538ae50c1ca0f101c6989b4fc,2,4,17,28,34,48,10,13,16,20,24,33
4af84c6aae0524a80fc47fe21002d8aa,0,1,4,11,11,11,0,1,2,9,9,9
4afb14f2abef276796331076fe1223f2,1,1,1,3,3,3,3,3,3,7,7,7
4afb75b5b259403b36937cf4d6842cca,1,2,6,14,14,14,6,7,9,15,15,15
4afdaf3ebab34a87daca8c25e9c511b7,0,1,1,1,1,20,0,1,1,1,1,4
4b02e839294dbb2e96cf1ad615b888a8,4,7,11,23,29,33,12,13,13,17,17,23
4b02f68ade402f472ea740d6380afe2a,2,5,5,8,9,9,1,2,3,7,11,11
4b127aa4c7df2ccbd32f20a1dc5819fc,6,9,13,25,27,48,6,6,9,15,18,28
4b164f7ba0a3c2998994082f85e46563,6,11,17,28,40,65,2,2,3,4,5,14
4b206e679e0d4d057012b35429a334b9,0,0,0,0,0,0,0,0,0,1,1,2
4b2f6ba49bf7a8188e1cc2a7966ea39e,2,2,6,11,13,29,0,1,1,4,5,6
4b32af66be6d71d1c8626b78c206b766,1,3,9,13,13,20,5,6,7,11,11,15
4b3f33848e1d26e1441e5c0478e28928,0,1,4,9,13,24,1,4,8,16,17,22
4b438fa04c98922aaa349d0334d4a282,1,4,14,55,77,79,1,3,10,14,15,22
4b4678d3076c8641a154509e3d87235a,0,0,0,0,0,0,0,0,0,0,1,1
4b4a22431d0362c576202e7bac802916,10,16,30,47,48,63,8,9,12,21,23,29
4b4e206f68fdfed65b89aa81a5831d92,2,4,7,14,18,21,3,6,10,11,13,20
4b562e5a92d94dabf8d31fe0395f9e87,2,5,12,26,29,29,7,7,7,9,9,9
4b56d8097e3227a51b5b779f9e554423,2,4,6,12,12,12,8,11,14,16,16,18
4b5ba0f025244836a52ba82866a994bd,4,12,30,60,73,193,6,6,7,18,19,26
4b5e2dad1aaea05fb70906d95bf4295c,12,24,43,91,97,202,11,11,15,21,23,36
4b638d78e673ce7e10f6521aa201cc1c,2,4,9,23,24,57,6,11,11,23,25,32
4b64d3704910ea2d6951d5f2c6a39cf8,3,6,16,25,25,37,6,8,9,12,12,18
4b6f74dfb95b77d5c9de5489e67069e4,4,8,27,57,62,93,8,10,15,22,23,29
4b81cb784793b94dd48f03ff1b0f5e1d,0,0,0,1,2,6,0,0,0,0,0,1
4b993d0623ba70118c69ce98acb73e98,4,7,14,24,27,27,6,9,12,13,13,13
4b9f42af5e05106a6eac0ee27915fa20,0,0,1,2,2,3,0,0,2,3,3,4
4ba3dd90458fead7d9b075168d790cf7,3,12,20,28,35,40,6,6,8,11,15,22
4baa42f57a36e980462efdb3d7987dac,5,11,30,49,51,52,8,8,11,15,16,16
4bac3a1b102aa762bb7e0e6dba956848,0,0,0,0,0,0,0,0,0,0,0,1
4bb182ea664e062abccd0d0f9d1d2c66,2,5,6,9,13,13,1,1,1,2,2,2
4bb39c88db8fc33ad29209b932377588,0,2,3,14,19,21,0,1,3,4,4,6
4bb7c49b774f4d21408880f3a18d43a5,0,0,0,2,2,7,0,0,0,1,1,8
4bcb527aa921251450a61bb6e26f50cb,8,17,34,59,59,59,15,16,19,26,27,27
4bcd734499b9380bb88706d7e2aa10a2,10,17,30,45,46,56,5,8,10,17,18,21
4bcf738b404ed560f6bb986602e7f6b2,2,4,6,11,11,19,0,4,4,12,12,15
4bd6341d5ec067f8e0662a24867d01f8,3,5,8,13,13,13,6,8,8,10,10,10
4bdbb97771fd8837e6da2c1fb9b17493,6,11,24,36,36,65,4,9,12,21,21,29
4be9faa803bcba7ea24203b8464fedae,1,5,9,14,17,22,2,5,5,10,10,14
4bf4bff48720076d4b5447339aa0462a,2,3,26,31,31,31,1,1,1,1,1,3
4c0312c05aa9fcaf44d0d93ca4beac02,0,0,0,0,0,0,0,0,0,0,0,3
4c08a240f9d4fa17fbacf7a7aecbed4e,3,6,10,16,18,21,1,2,4,9,10,12
4c0ca71088a0809d9b2ddeaca8064d50,2,11,11,14,22,22,1,2,2,7,10,10
4c1098b80d317606a11595dbe09f892c,0,0,0,1,1,1,0,0,0,0,2,3
4c13756b8738a9a07fde9412ca6c91b8,5,18,32,52,52,108,7,10,11,20,21,27
4c174b5dfa86283df2c17db42cc5aa95,2,5,8,12,12,12,7,7,12,17,17,17
4c2289f1f8d89455c79b030ed793d33e,6,9,22,31,35,67,1,2,2,3,3,9
4c22bd444899d3b6047a10b20a2f26db,4,8,17,42,60,62,3,7,9,16,17,20
4c231a5b2c115da08791ec20eb222edc,1,7,10,20,20,21,1,2,2,3,4,5
4c25257cc0a490730dee6fe6a528accc,1,3,4,12,12,19,2,3,4,6,6,10
4c26774d852f62440fc746ea4cdd57f6,6,9,29,59,67,89,6,8,9,20,22,35
4c29e82442d2137fed9e8f7a35a474d7,0,0,0,7,7,7,1,1,2,10,10,14
4c3da009700c9e5bdc034120f5964c3e,2,2,4,8,11,14,1,1,1,6,7,11
4c41e9780633cf5bfaf19f928757989a,0,1,13,27,37,44,2,4,6,8,9,13
4c42e3dbc40d94ff730dbae51f71e1e5,0,0,0,0,0,6,0,0,2,3,3,8
4c4a91e58464595c65bfc698becee7e0,4,11,17,30,33,46,12,12,12,20,20,23
4c5006918b5dc8f6d5a416196ad6e9b1,0,0,4,11,11,11,0,0,1,1,1,1
4c5027355f12825b0fde7a5d13bfaa6b,2,4,7,12,12,25,13,14,16,20,21,37
