teamid,uploads_last_7_days,uploads_last_14_days,uploads_last_30_days,uploads_last_60_days,uploads_last_90_days,uploads_last_365_days,users_watching_video_last_7_days,users_watching_video_last_14_days,users_watching_video_last_30_days,users_watching_video_last_60_days,users_watching_video_last_90_days,users_watching_video_last_365_days
8d3830df85c910c24ccd213f5e18a1c2,4,4,14,31,32,81,6,6,10,12,13,16
8d3d5f5495c899683b782263790777bc,2,10,27,43,46,46,2,3,5,10,11,11
8d52944dcffa616b65e5fca75e7bf77b,5,10,17,33,42,42,1,3,5,12,15,15
8d54b1bd612403361db7d1918b98780e,9,15,26,33,33,52,7,10,13,27,27,35
8d56590da7c03d22a804e70f1816f55d,5,7,10,22,23,60,5,5,5,14,15,21
8d5e8b2e94c9cfd4fa88734779697af0,4,7,13,32,33,44,6,6,7,10,10,16
8d653c66cd4d67919c2fb7eff5c38ef6,0,0,3,14,18,45,1,1,1,4,6,6
8d741625820a234d9a9f1ad020ee3776,1,2,7,13,16,16,2,3,6,10,10,13
8d78449d20a1b3cafa90dde66b77d224,3,5,10,21,24,24,10,13,16,18,19,19
8d7ae9dd82bed96b7d3fbb4193fb85a1,6,7,16,36,40,99,3,5,6,11,12,17
8d7b8b80c10344478917cf27c0174221,3,6,10,16,16,16,5,7,9,12,12,12
8d7ca75176c7d4e99e7286c80ea84d59,0,4,4,8,9,9,0,0,0,2,2,4
8d9afe1b987c7042b29e8f478fd29954,4,9,15,25,25,31,5,5,6,9,9,11
8d9de7db77ca7df15eceb9686e05e87b,4,5,20,40,45,62,7,7,10,11,13,15
8d9f73422bf2a8e53df71c449e17447f,0,0,0,0,0,0,0,0,0,0,0,1
8da17e12e17802395f143699cf48ef1a,4,13,26,66,88,110,6,8,9,12,12,16
8da753c335430dcd61b50f79444b775b,0,0,0,0,0,3,0,0,0,1,1,8
8dab25786410046651698012e07bf53f,2,5,13,17,17,21,6,8,10,16,18,23
8db0502e8b98462fd62576b451780421,2,2,2,5,5,5,0,0,0,2,2,2
8db238d7ceb6400ac438048c1f220988,0,0,0,0,0,2,0,0,0,0,0,1
8db78bd2fec7a9660e7276393cd47553,4,8,14,25,28,44,5,6,8,11,12,17
8dc5255e851f83f9e2eb052bc6491596,3,5,11,20,21,21,7,10,12,15,16,23
8dc6e36c3ea08f889b6ed2b9570dd6a6,0,0,0,0,0,0,0,0,0,0,0,1
8dc8dbce535118016cfefd2df7837e56,12,20,45,57,58,66,7,10,11,15,16,19
8dcca347f32d80c012472883b7d93fda,11,27,30,55,67,96,6,9,11,14,14,16
8dce5dd4b7e9712c68a76caf59394f52,11,17,24,35,35,57,8,10,10,12,13,16
8dce6da13ad42b1fb24346d9b6e29771,2,7,36,73,73,73,7,8,13,20,20,20
8dd2d0f0c0e1da7fdb42004d43c488b8,0,0,0,0,0,0,0,0,0,0,1,6
8dda7a260bde37381c191dd6b265a957,3,4,6,12,12,19,10,10,10,17,17,25
8ded63687a01dfcf15e35b028f38af1d,2,5,7,19,19,20,4,5,5,7,7,12
8e16abc167627ba17495079c609efa6d,0,0,0,0,0,0,0,0,0,0,0,1
8e1b45b41454a54788169495dbb74ecc,0,1,14,56,65,81,5,6,11,14,15,18
8e20507b1a18b0cb722c2f7771d2524a,0,0,0,0,0,0,0,0,0,2,3,6
8e28c44c7e1bb849ce85affc38d326bb,14,28,55,86,100,165,3,3,5,20,23,34
8e298b4ed19a598f4384e5bc5b69b96c,13,16,23,35,35,56,7,9,15,19,20,23
8e39e35699f4be08579685c418448901,0,0,0,0,0,3,0,0,1,3,3,7
8e40e4f493267328db7ee6769e6565c8,7,10,27,61,70,84,7,9,11,16,21,26
8e44c38cf65ac5f799d79a8468a05921,5,14,40,86,98,161,7,11,12,14,15,18
8e48cbf68fe968dc5c2e9bda5701eb07,3,3,6,15,15,22,4,4,8,13,13,15
8e57668c9dbaba919cfb1c9874945ba4,0,0,0,0,0,0,0,0,0,0,1,1
8e5ef4d08153cf84d60758501a41bd46,0,4,10,23,28,35,3,4,5,10,13,15
8e611df0411df0e1e1f5f7772e40edff,1,3,7,11,11,19,3,5,6,12,12,14
8e7f1ca35a0893ade09ee8978ea8dc03,4,14,24,59,61,70,0,1,2,18,18,20
8e8413e8b4e800f67cdec9f2c2ef630a,4,7,9,23,27,27,8,9,10,15,15,15
8e848a0d5b05f0470ce11ee0c6d0f334,3,7,22,34,39,59,4,8,10,17,17,25
8e8f5f297ef220c626522542edcabd42,2,3,6,17,25,35,3,7,8,10,15,22
8e959726dba7c579f0a05b0b62597fb0,3,9,16,31,31,46,5,5,6,8,8,8
8e9affd7ede0cb4fe00e1d0fb0ac0a42,1,2,2,10,16,21,1,1,7,12,12,15
8e9ba63aca44bd7c73a0eb3ee9c72645,3,12,16,28,28,28,3,6,13,15,15,15
8e9bc692b602858fd593dfe0df10d354,2,5,12,28,29,37,8,10,14,17,18,25
8e9e83a08cdb55638cf208362d59b213,3,3,12,30,30,34,7,10,14,15,15,19
8ea1d45f211514f75cc8b2ee3af14ae1,2,2,2,2,5,5,0,0,0,1,3,3
8ea2f49d2501ee1460308cc54890f228,0,0,0,0,0,2,0,0,0,0,0,1
8ea40402d86c45e1763290987873772c,4,8,12,15,15,44,14,17,18,21,21,28
8ea66b950db801e61e8aa144562b32f2,0,1,3,8,11,12,0,3,5,5,7,7
8ea8adba545cc474cb91aa65f498cfad,12,18,31,63,70,123,4,4,5,9,10,13
8eb488fe9603a32c45245641c68c1a75,4,7,22,50,52,59,7,8,9,12,14,20
8ec3e41afab213829166b13d5e5e5fc1,0,0,0,0,0,0,0,0,0,1,1,3
8ec659883a32b4661916d3ac07c85123,6,13,18,26,26,37,2,3,4,13,14,15
8ec738ce478aef7ef5e2576d2cde1f49,4,7,13,30,31,43,15,16,16,19,20,22
8ed3c384e503548ce657ddf4dbd6e853,9,12,28,45,53,53,8,11,15,20,25,25
8ed4bbbed72e3d46b2a7a2c325403577,2,4,5,9,9,15,1,1,1,1,1,1
8ee3c97728fc56a229d2234ce1bd7cec,9,20,21,36,36,52,4,4,4,8,8,19
8eee11ee7ca63d411e87ee6a74745788,7,11,29,54,55,90,16,17,18,21,21,24
8ef24104e85bded0c18c3a4527cf9eee,2,4,6,12,12,12,6,10,10,14,15,18
8efc5cd1d17433c026808e43149b0c9e,8,12,25,38,42,79,3,8,10,21,25,31
8eff460857734e27450050c4881ec19a,2,4,11,24,29,45,12,13,14,19,20,29
8f061aed19808b460b034b628a555fce,5,8,11,23,23,23,6,7,9,14,14,14
8f0656a72807ba62ef3c7b9916991ce1,4,5,8,12,13,25,5,6,7,11,13,20
8f0ea5bcdb347609d6e66e60e3edf4b1,0,2,2,6,6,6,2,3,3,5,5,7
8f1bf778a8bf687f8cef1defadcf663a,10,15,31,56,70,90,4,6,8,10,10,14
8f1eb4568b6b9604a802e083eaf45f51,13,23,34,56,65,134,23,24,25,30,31,39
8f33f0edfba8fcb84e329e03efe39347,0,0,0,0,0,0,0,0,0,0,1,1
8f37c0cb43f8518698a21fd9997c33fb,3,12,18,41,49,56,7,7,9,12,13,13
8f391213fdc9a9b0e535d990943cffa7,0,0,0,0,0,0,0,0,0,0,0,1
8f461810ff67adc4757e61c10f1349b8,4,7,14,23,24,40,3,4,7,11,11,13
8f47f205dd743292ec519f3fc8e70201,2,5,12,27,39,61,4,6,7,12,12,20
8f48bd8292fc4540404dc9dae06175e6,3,10,15,21,21,21,3,7,7,9,10,12
8f573286f5daf55e3b8b339da01e3c4a,2,4,7,10,10,10,7,9,11,15,15,18
8f58418791b565af34d2f2b493154150,2,4,6,10,10,10,4,6,7,8,8,8
8f5c01673292dca6425ee6f028fc2ffa,1,4,7,14,26,37,3,5,7,9,12,16
8f7d5ed3b71f541009859c5b38df188d,1,2,2,6,6,7,5,8,8,12,12,12
8f8ec9e69f21033556ac3e2950b7a538,4,10,26,55,67,106,6,8,8,12,12,16
8f93582cc777603bbf96619ff8b2c96f,0,0,0,7,7,9,0,0,3,17,19,22
8f9d32a3fa9f5f76b6b17539a4e39179,2,7,17,27,27,48,7,11,13,17,18,27
8fa6cf395b24fa24b71de8cfa27863bf,0,8,8,8,8,8,1,1,1,1,1,1
8fabde6c85e726824d37a4ecd51c3cf6,3,7,16,24,24,24,7,7,9,9,9,9
8fb0d32dd615d84192d933a7100db583,1,1,1,3,3,3,0,0,0,1,1,1
8fb4abc5db0e493a5c9f87b3aea3517f,0,3,7,16,20,39,3,5,5,9,9,16
8fb601f327e0b1a198358586c8f9ccbe,0,3,6,10,10,12,4,5,5,5,5,9
8fb7d7240ac5412b1498aa583d264d68,5,51,97,97,97,97,2,3,3,3,3,3
8fc91a1a4275cb4e90a0f55dafc1118c,0,0,0,0,0,0,0,0,0,0,1,2
8fd79b4159153e089a33ba645540c9a4,5,11,14,34,34,46,2,2,3,10,10,11
8fe85fc3d78a039d88aee91e1feef5eb,0,0,0,0,0,0,0,0,0,0,0,1
90064b36cfcd9421f37ca73895f1784f,3,7,14,18,18,54,7,9,12,13,13,22
9012aff7c8ebda670a1c7a20eee7322d,3,5,7,14,14,26,6,6,8,13,13,20
901b40bf4acb283e642f082222d438de,4,8,15,26,26,39,6,9,11,15,16,24
901b473d2dd5e98972d153812861fc7f,1,3,4,10,10,11,3,6,7,13,16,21
9024b073941838e054e6b4bb26725b54,0,0,0,0,1,5,0,0,0,0,1,2
902823f8b7b4277bea53a61c62f6fbd5,2,5,7,18,29,37,7,9,10,14,19,28
9034aefc59c787ca83bd15648e93ad3a,1,1,5,10,10,29,1,2,2,6,6,10
903b7f422bbb16bcf1d67c2228aeaf83,3,8,8,8,8,8,2,5,5,5,5,7
903c0c9287c22e205da0c301636aabc5,0,0,0,0,0,0,0,0,0,1,1,2
90481c5a363e822c41b9d54fc0d71275,3,6,9,13,13,13,5,8,8,12,12,12
904e534b5ffeb4ec4b9185b6ae22c5d3,0,0,0,1,1,1,0,0,0,0,0,0
9057e55163c2fd23e54ed4454186423c,8,13,25,48,49,66,9,12,12,16,17,21
9061e7260b17a7fdd13b8589086a4d4f,3,4,13,25,30,38,3,5,6,10,12,18
9063fcaf540be4a849e4d623cbf71c2a,2,3,8,12,12,16,0,0,1,9,9,12
906c7d944360502c511b1b97c4c463c3,3,5,11,22,22,26,0,1,2,6,6,11
9072daab9c78b43bbe8b2a5a5bfaabd1,8,10,13,28,28,35,5,5,7,11,11,14
907372450aa412b4647b9b8a64967f71,12,25,58,87,90,153,5,7,11,19,20,23
907843ee2927e050609109cd0c3566f8,0,0,0,0,0,2,0,0,0,1,3,7
907cc355714da31c7402514cfbdb64de,3,5,12,24,30,38,3,6,9,14,18,19
907cd7a980711f95864de7e532cf1cec,2,4,6,11,11,16,6,8,10,26,27,31
9080193154a652cb18a6ba961ae95cd3,3,11,25,34,38,39,5,5,6,17,17,17
9080865575709d150827e21fce32b9a8,5,7,22,42,48,71,2,3,4,4,4,9
9081581b282326dc83fa8233be01fe9c,4,10,37,51,54,59,3,6,6,10,13,17
908fbd4aea78b07f9872596342297ced,2,5,15,35,38,52,3,6,8,14,14,19
9092fa697fb2c82a4e8702fd599968d1,1,3,5,9,9,9,4,5,7,8,8,8
909ae5b87d0e9ccdc921778343d3ab40,0,1,4,7,9,9,1,2,3,4,4,4
909d690030fc4ecfe1ca5a01694e7340,4,7,13,27,27,56,4,8,14,17,19,20
90ce161da221886d696d6570951463b2,2,6,8,14,14,14,7,9,9,12,12,12
90d5f31eacf711f0cf7f60bfde9a1709,8,13,19,44,48,60,8,8,11,24,24,33
90deff4b32c134f32e3f0d7e8a2aad92,2,6,11,18,26,32,3,6,8,16,19,23
90e16092a53a4e9f779ad15775767b0b,0,0,0,0,0,1,0,0,0,0,0,3
90e5638635c0ccde2c9762349877ea64,5,9,17,28,28,36,3,3,3,6,7,7
90eba6208d24afb789afa8f92840fba7,7,13,18,34,34,60,3,4,5,15,15,18
90ef6aa649769e8b69a4c9c902c5560f,0,0,0,0,0,0,0,0,0,0,0,1
90f089773456a790235e0fc8caa8232e,2,3,7,8,8,20,2,3,4,6,7,10
90f92436484a0d45294fb0e59e920d62,5,6,11,17,25,25,5,6,10,12,14,14
910d703718dbc1c267f17ef5295a2de2,0,0,7,17,20,34,2,4,4,9,10,15
91107c5cefec9afccd58b66017ca9036,0,0,0,0,0,0,0,1,1,1,1,3
91203ccff508aae0a9b2c631748eec7b,1,3,12,18,18,18,8,9,12,17,17,17
91216f152c7cbe8dcf94cd5842841718,3,8,28,47,47,47,7,9,11,14,14,14
912a96819c9a3f09a4217e7dbb4d3e74,0,2,4,9,16,17,0,2,3,10,11,11
912fcff7c7888b77d7155f986d2073e1,4,10,15,24,24,33,7,10,10,15,15,21
91311adee80fb2c7b2272cacf349db13,0,0,2,2,2,2,0,0,0,1,1,2
9132ecdd65bf6646e00529335d4b5d31,1,9,14,34,39,45,3,8,10,13,15,21
9133480d2819527bf532aa51e7a0be3b,5,12,23,39,65,65,4,6,6,15,18,18
91378b331327b40e564390c43cd6b2be,3,6,9,19,20,31,1,2,2,8,9,13
913cd830ef4bb40d7290fa96907c90bb,5,8,23,45,54,86,5,6,10,15,18,22
913f6a8c60f554a3aba615a542b22fa5,4,7,9,16,18,18,9,11,12,14,15,22
914179592aa3523210dd00c0bb030c30,3,8,15,24,24,31,2,2,3,15,15,18
914c5493435ba7738efbbc61378e4e8b,0,3,7,14,14,16,1,1,1,1,1,1
914ff20f8415edef4fe626e869a869d8,0,0,0,0,1,1,1,1,1,1,1,1
9153d9c5735bdd40f73b2e94265ab899,8,16,23,53,55,93,20,23,25,41,42,52
917c5ffe030a6f7a0bd034248ac6e645,0,0,1,1,1,1,0,2,7,9,11,13
917e5295f11de3689efaba774d6db89b,1,2,5,10,13,14,3,7,8,10,11,12
918b125ddf1d5a3cb59506ab88f181c9,5,6,6,6,6,6,0,1,1,1,1,1
918c664336dd5deb4242e350cd718e34,4,8,16,30,36,51,12,12,13,16,16,25
918d01aa4ec003a80ce0df02c96bc7ee,2,6,20,28,35,35,2,3,4,4,5,5
91936456d2b58cc76d7c4b36da651fbc,4,7,12,17,17,17,5,6,7,10,10,10
919385ee4ed14ee098c48c23776e8c2f,3,16,34,52,68,94,11,13,13,14,15,20
9193e2b6092e2baf6105e7ae27217469,0,3,5,7,7,7,2,3,4,5,5,5
919b9a51f6c9feff45f0bae138da82bf,0,1,10,18,19,24,0,0,0,9,13,19
919eadfb86370f9258e44f8cfd059d35,9,14,25,32,35,44,5,7,8,15,17,28
91a844eb4dd5b04c0eca6bad7720f4da,0,0,0,0,0,0,0,0,0,0,0,1
91a95e9af187426249404c4688bf808e,5,8,16,25,33,33,4,6,7,13,16,16
91ad80a7e5e6ba4dcaad5964dd48746a,0,0,0,0,0,1,0,0,0,1,2,11
91b48c949e580629559fb3f3ffbb3498,4,8,28,45,63,99,9,12,14,17,18,25
91befecc7c1608f040f3a5e8122120c5,0,3,5,12,13,13,0,0,1,9,9,9
91c0f972ea1b453f52c99aac2f6bdab8,0,0,0,0,0,0,0,0,0,3,3,3
91d20694172a5ec6abf9e96f5d00931a,0,0,0,0,0,0,0,0,0,0,1,2
91e82999cf7e45da1070ebd673690716,8,15,22,26,26,36,3,4,6,11,11,11
91f2206beaf10569fdc3b12aaa4c81ba,8,13,28,42,46,46,8,8,8,10,10,12
91f567926b61ac0e69751c72a2cf74ca,5,9,21,28,28,28,8,10,12,13,13,13
91fd21c49bfbe72e6cf7cf49b5681a0b,3,7,10,14,14,14,9,13,13,19,19,19
921fc9c7fd3ec362c7276f81fa81baf9,5,7,13,21,28,28,5,5,6,7,7,7
9221cc350ac177eee820422285504985,0,8,17,35,39,48,3,5,8,16,20,31
9233887cf1475b368e66ff27021d0bd4,2,4,10,15,15,25,5,7,9,13,14,20
9235acd86383fc4f0a8e8e5457ea56e0,2,4,8,18,31,34,5,6,12,14,14,20
923ea85ddfef4f3b8ff54e62006bbde6,3,6,14,33,40,40,4,7,10,10,12,12
924b50314577bfd0ed9f9bf197f1c70c,4,7,18,35,35,46,9,11,12,16,17,21
924c5a9ec40d9ce7198b23ad4057649b,2,3,5,14,14,14,2,3,4,8,9,9
924ee34a8bf0a6b2fba975617f6fc3fc,4,9,13,24,29,47,6,9,11,16,16,22
924f8fed7bb431ce9018d02519daba95,0,3,5,12,16,16,0,0,1,2,2,4
9257a5747ffee0ca8426f5b1a0c69f48,1,1,3,15,16,16,2,3,4,11,11,11
92595dcde7e44ba71df2817b3ec8e55f,7,9,17,25,25,34,8,8,9,15,15,21
925a2051744b744025ba917c3b67719f,3,4,8,20,20,20,1,1,4,9,9,9
925d97e26d7a7fe0caca5a9142fa5853,3,7,17,28,32,38,10,12,12,14,14,19
925f6ff46e4a4f5a2a36d213517fb800,6,9,28,63,63,71,8,13,14,16,17,27
9261812a9faea0c28c5507a2242f52d4,2,4,6,11,11,15,3,8,9,14,15,23
926b4dded6e6d30d05237eadc4ed0aa3,2,7,14,29,29,31,7,12,16,19,19,19
92761aee6b19133c8240c751569cafb5,4,18,40,98,116,148,6,6,12,15,16,32
9283df0766eb6944865cd950adcd996c,1,3,16,22,22,35,1,4,5,5,6,12
9291736a799f76242041867ad9817d72,3,5,18,43,51,58,4,6,8,12,16,27
929c97fad03d0b658db11809871f542d,0,3,8,16,16,40,8,9,13,17,18,29
92af86ac9a5b0b91021a516e3820a067,14,23,39,78,109,132,5,7,11,16,19,19
92b6250f5dcb3b95ac5546ce79ce3bdb,3,7,11,26,26,59,7,8,9,13,13,15
92c4b76766678b7112b0e805857cbb88,3,8,19,26,26,33,3,4,4,7,7,19
92ca64a03b4db03b2ce8cf18ad6910f9,2,7,13,31,31,31,3,6,6,11,11,11
92ce7571c9ce55afe6cb8808dc8de225,3,5,11,21,21,29,5,7,11,15,15,17
92cf72685514221c79c830bfcd4aac4e,2,7,26,42,42,56,5,8,9,11,13,17
92f29252c274f2b16225aa6f9e6d0a64,0,0,0,0,0,0,1,1,1,2,2,2
92f8b52313270f2fb2bfa7465c23ec83,2,3,7,30,30,36,2,2,7,12,13,14
930b327a474f0ed87a5fa3ed9fc85bee,3,6,10,16,16,16,9,10,12,16,16,16
930f9c807f4df927194f2711ef6a3890,3,6,20,38,41,50,1,3,7,16,17,25
93182e1cb1a220c17a49060e19701931,2,6,11,25,26,42,5,7,7,12,12,13
931a3a5ced550aa5c753ac67cc56f4be,3,6,26,41,47,47,3,3,4,7,8,8
931cad0d73bc5648212d48966f6fcc21,4,10,14,32,32,43,8,9,10,12,12,17
9320bf2c7dd3f295462036091cbc1f76,8,16,26,46,55,100,5,7,7,12,13,17
9328283bf09fb59d03ebc615dff13a14,2,6,16,48,59,75,8,10,11,21,24,30
934ba797da7f274d383d08077c18f5f3,4,5,11,29,32,46,6,10,11,14,14,21
93533aae951ebebf345935b49a91f933,3,6,13,31,34,58,6,8,11,16,16,23
935676a92475dcd658c1ed898cbbb2d7,5,10,28,39,39,85,6,8,10,10,12,20
9357afc7f736ada70e68c8e9704543ef,5,16,36,62,70,90,6,7,8,14,14,21
9360e39b7ae39b2609f1ffb68743cad5,3,4,8,16,22,27,2,3,4,9,9,9
936c640873099653d63a68ff567df307,2,9,13,18,24,31,2,2,2,2,2,2
9370ea918381e436da1aac1b117796e8,3,9,18,36,36,36,4,6,7,13,13,13
93769b104eeff5290cbc38eb2718c0b9,0,0,0,0,0,0,0,0,0,0,1,1
93959dd7abceebc3435ca332a94f78f6,3,5,14,20,24,27,5,7,8,13,14,17
9397ff781f137aaa51df61eded3db064,4,6,11,22,30,68,7,9,11,17,20,30
9398a81b705d554c0e94ef6b2081ffd4,3,7,23,40,40,62,5,7,11,16,17,18
93997ffdab89a044022dc77e1de59ae3,4,14,22,35,35,58,9,13,13,16,16,22
939c2d72954602f884f2934358e7e9e2,3,12,29,46,46,46,1,6,10,14,14,14
93aa6ad54dd9e44df42c77906547706a,2,6,18,35,35,75,4,5,7,8,9,13
93b1f0e975c32d6d1d8a997c34c4833f,1,8,20,48,65,104,5,11,13,19,25,29
93bf7bc55b62b727825fefbb287583ca,4,5,12,31,35,35,3,5,7,13,17,17
93c0ac4ee37b1fada85393cc0b255c5a,1,4,7,14,14,14,1,2,2,3,4,21
93e27399801114c829497baae0003c28,4,10,18,24,24,38,2,6,10,19,20,24
93e9cd75e53c9bddc3c3fb8bf9888a38,4,7,14,32,39,50,10,11,17,19,20,24
93ea492372dbd44cb8e228b8079b4138,9,15,26,49,50,50,5,6,8,23,23,23
93f01a1e6c24d8340201acc92d023c9e,7,14,29,57,57,99,1,1,2,2,2,2
93fcc56b85085ff136ba759d01405894,6,8,14,17,17,17,6,7,8,10,11,11
93fdcdc41d84b1a65cd36f95e8ee4842,2,5,18,50,69,75,2,5,13,13,13,14
9408cfef9acffc8ef7eb4483d283ef80,4,4,14,24,24,27,2,2,6,8,8,11
94213c3438d8dbed9d82f8a70a89c676,7,17,33,47,51,75,7,7,8,9,10,14
9421f1dd3881a919539ce1a82fa28d27,3,7,15,32,34,41,2,6,10,13,15,19
942223a6c9b98fa7f16e7d1ac52730ab,3,12,16,34,35,51,5,5,6,18,18,20
9432f292fbb7b3fcce1b67f4b0980aec,2,3,5,17,28,28,5,6,8,10,10,10
943342f2c2fcf6a86ea87e55a141b8a7,3,6,16,22,28,38,6,6,7,9,9,13
943498849832276f2e992b0dbd666969,2,5,16,41,45,47,6,9,14,17,18,20
94394bb1d22a65d6a51d0f2169e93647,3,4,8,20,20,27,2,3,4,14,14,17
9440b8c472529b4807000d507856be3a,3,5,7,21,31,39,6,6,6,13,15,15
9442d73be02df6ef66a93bbd258c3811,2,3,8,18,24,30,2,3,8,15,17,20
94457d5ea42872ed6a6d91eac9785e42,0,0,0,0,0,0,0,0,0,1,1,4
944d2f76bec41c22528d7d4eca307cfd,6,8,16,33,35,82,5,7,8,16,16,25
945336ffe9cccc5e9eaa5433b93924be,2,4,8,17,17,23,3,3,4,7,7,9
9454b330a2185db787d0d961f3d2de89,0,0,4,9,9,9,0,0,0,0,0,0
9455a8df6e68ee4783f3d4761603dd80,5,13,20,34,36,46,2,7,9,14,17,24
946305ba30fd753f02fd03574f1198d4,0,0,1,3,5,16,2,4,4,5,7,15
94660adf7659580d61a5a858295fb921,5,18,47,111,127,152,2,2,3,5,7,10
946af3555203afdb63e571b873e419f6,4,9,19,38,41,69,5,9,12,17,18,24
946e3ece1fc8b24bd656449d88eca941,4,8,31,50,76,84,6,8,9,13,14,21
9481f8ecb832a8bc347dad98bbb8b9d2,1,2,5,13,13,20,3,4,6,10,10,12
9486785728bc8131e46cd6d32af04862,3,7,12,22,31,31,0,4,4,17,17,17
948cc1b38d60f45035c0744b99ff3cf6,0,2,3,5,5,11,3,3,3,6,8,11
948e13421f103fee4646b9cbb9c67bc4,3,5,8,18,18,34,6,11,12,13,13,22
948e90a3526090660ee8c86fad6a3a6c,1,3,5,12,17,23,3,4,4,9,10,11
9493b40d57ad7be6c0da24d381015694,3,7,22,51,60,92,4,7,11,21,24,28
94974c6f157303971970dd6fea716193,2,3,7,13,16,21,5,7,9,14,14,18
949c6f9ed6757d08ad3c9229c7b83ea6,3,8,21,40,42,63,6,10,15,24,24,28
94a7b327586c3466ce3153cebbcc809e,2,4,7,15,19,19,2,5,6,9,11,15
94aa6bb5480282219dbad014e6dec2a3,2,6,9,25,25,25,3,4,4,10,10,10
94b073bcf6fe7503ef412efce51726c9,3,7,22,33,35,44,4,6,8,9,10,24
94bcaf80a10d6cc6b39bab826ba549eb,7,10,16,34,34,43,7,8,10,14,14,19
94bd2734f54ff0e4aa30904a4cfa1cc6,16,20,38,58,59,77,6,8,9,14,15,20
94c1312eef14e0a7c502297b2a8b9528,1,3,5,14,14,14,6,8,10,13,13,13
94ce6ef7789cbcd1dab733ce01c4833f,0,0,0,0,0,0,0,0,0,0,1,6
94d1ce47154d893b4b762184e6569805,4,5,12,29,37,45,1,1,3,4,5,6
94ddadbbdb616fb525b5072e500c09df,16,22,26,38,40,62,9,11,12,20,22,35
94e0f9165d8d472029e204df6fd8505f,0,1,4,18,18,35,4,6,6,13,13,16
94f491d64db64528e89b11ed64734e8c,4,8,13,23,25,39,10,11,12,19,19,25
94f831b1e0e5f539934686d8f074bc1e,3,3,8,8,8,12,3,4,4,6,8,12
94fda10b1a29441ee70652481ebf0765,1,2,4,4,4,6,4,4,8,9,9,10
950388105ff1dba8061523168de283c9,2,4,9,11,11,30,5,7,7,9,10,13
9509c82f63b13aae4b9cf37491a71195,4,5,11,22,30,36,6,6,9,12,14,15
951124d4a093eeae83d9726a20295498,20,27,46,77,77,98,12,12,14,18,19,22
9514239ea69d184793b72f41498d8634,1,3,5,9,9,18,4,5,7,11,11,15
951b1242ff632822be819d17ed678d83,3,11,19,34,34,55,3,4,9,15,15,20
951b2c67a7fd71077920f8f409ae7d52,0,0,1,2,3,3,0,0,0,1,2,2
951b9570b91b4bdfa1d34ac8ab4eb201,7,8,18,29,30,30,11,12,13,15,15,15
9527d53f3015da126ac71da488ab1f7d,0,1,1,1,6,6,1,2,2,5,9,9
954309eac4d249c24876dda06af1fdca,0,2,2,6,9,9,3,5,5,6,6,6
9548a3e6c53f0c4b632b1ac69ae1163d,9,13,18,31,33,33,6,9,9,14,14,14
954eefa547afa2b3a70e0da613550dea,3,9,18,39,51,73,4,6,6,15,16,20
955f7dda39b6b4ddef79e75bbd335cf3,4,5,13,31,38,38,7,8,10,12,12,12
95614bea9c1d5a838005829585872270,4,5,9,15,15,15,10,10,10,16,16,16
95615093713583628f002dcbb330c7ba,1,4,6,17,19,19,3,7,9,16,16,16
95808511e16c64267c4fd5e7fe905037,2,5,6,12,13,18,5,5,6,6,6,8
9586727d47702d94925e4bf595aa50ba,2,4,9,36,36,36,9,15,17,21,21,21
958dd09b63a7e80617c6311ca664c9a2,0,0,0,0,0,0,0,0,0,2,2,2
958ed19c8d7c0c47f8f4e9afd45aa51f,2,5,8,17,18,24,8,9,10,14,15,38
959874452dde9953002663ce63dc9a88,5,10,15,36,38,49,9,11,13,17,17,24
95ab2e18fd4b1e77658a0f5bf2c9bb09,6,129,135,142,142,142,1,1,2,4,4,13
95b43db83062135e17de0220799c9317,0,1,2,6,15,27,0,0,1,6,9,14
95b61b3c432cfec4810cedf5baf46987,1,3,9,9,9,9,3,5,5,5,6,9
95c03a8ac4b26dde635998cc761f39a2,2,4,6,35,37,41,7,8,8,14,16,20
95c1e48b7cda4fb77601fa4e75c3ac82,2,4,6,9,9,9,3,4,6,13,13,13
95c6556f055af4625b67736af801a4a1,5,18,25,44,45,51,3,5,7,19,20,30
95c911671922efe2799621f6fce95f74,3,13,23,35,43,43,8,11,12,12,12,12
95ce443de98b6724d2e319621a74559c,10,20,33,60,72,133,11,11,12,14,15,20
95dbe8d8f22c6bf59846fbb3aa765113,1,4,7,10,11,14,1,2,2,2,2,3
95ebb02478a1ea7020ab3f744fef4a18,5,14,30,65,75,98,6,7,12,18,20,24
95f8a95b2002dc73ab98eb9d3a2f6b5a,0,0,0,0,0,4,1,1,1,3,3,6
95f9a63b4ed43886a7f6115742491e33,5,11,30,47,47,62,8,9,13,17,17,22
95ff285fb940e4a71897942af4d8ca91,5,9,19,32,32,57,1,2,2,3,3,4
96045cb4b220959781bbbff6f5367268,1,3,13,29,44,50,1,1,1,1,1,1
960cca01c340984051f5ad7c1a5e9efa,2,7,21,41,48,74,6,11,16,19,22,30
961372f8f96f1089740a6ed577b914d4,0,0,0,0,1,1,0,0,0,0,1,2
96202ac5cd618d041206a050a3c740d7,4,5,11,17,17,21,2,4,8,14,15,19
962b642cfc4553547dea5db4764194b9,1,2,5,13,20,26,1,2,6,14,17,24
962c61cce15fad3422df08c64826e18c,0,0,0,0,0,3,0,0,0,0,1,6
963435997fc91718b008dac764338579,2,5,8,11,13,17,4,7,7,9,9,15
